pix,source,image1,x,y,size,answer,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_3.keys,key_resp_3.rt,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,date,frameRate,expName,session,participant,
logos/4.jpg,properties4.xlsx,frogs/ab8.jpg,0,0,400,l,0,0,0,3,0,0,0,7,space,18.6467401786,['l'],0,[2.0833525333491707],2018_Jul_09_1259,60.1833426911,go-nogo,001,28,
logos/4.jpg,properties4.xlsx,frogs/ab5.jpg,0,0,400,l,0,0,0,3,0,1,1,4,,,['a'],0,[0.7007425712999975],2018_Jul_09_1259,60.1833426911,go-nogo,001,28,
logos/4.jpg,properties4.xlsx,frogs/ab63.jpg,0,0,400,l,0,0,0,3,0,2,2,61,,,['l'],0,[0.284254678119396],2018_Jul_09_1259,60.1833426911,go-nogo,001,28,
logos/4.jpg,properties4.xlsx,frogs/ab70.jpg,0,0,400,l,0,0,0,3,0,3,3,68,,,['l'],0,[0.2508915918733692],2018_Jul_09_1259,60.1833426911,go-nogo,001,28,
logos/4.jpg,properties4.xlsx,frogs/ab31.jpg,0,0,400,l,0,0,0,3,0,4,4,30,,,['l'],0,[0.5175886372308014],2018_Jul_09_1259,60.1833426911,go-nogo,001,28,
logos/4.jpg,properties4.xlsx,frogs/ab3.jpg,0,0,400,l,0,0,0,3,0,5,5,2,,,['l'],0,[0.35090518832839734],2018_Jul_09_1259,60.1833426911,go-nogo,001,28,
logos/4.jpg,properties4.xlsx,frogs/ab66.jpg,0,0,400,l,0,0,0,3,0,6,6,64,,,['l'],0,[0.4841305464578909],2018_Jul_09_1259,60.1833426911,go-nogo,001,28,
logos/4.jpg,properties4.xlsx,logos/4.jpg,0,0,400,a,0,0,0,3,0,7,7,87,,,['a'],0,[0.3674166335276823],2018_Jul_09_1259,60.1833426911,go-nogo,001,28,
logos/4.jpg,properties4.xlsx,frogs/ab21.jpg,0,0,400,l,0,0,0,3,0,8,8,20,,,['l'],0,[0.4340534903931257],2018_Jul_09_1259,60.1833426911,go-nogo,001,28,
logos/4.jpg,properties4.xlsx,logos/4.jpg,0,0,400,a,0,0,0,3,0,9,9,88,,,['a'],0,[0.434310628390449],2018_Jul_09_1259,60.1833426911,go-nogo,001,28,
