11.8403 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
12.5875 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([ 0.,  0.,  0.]), colorSpace='rgb', fullscr=UNKNOWN, gamma=None, kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x1DF2F3F0>, multiSample=False, name='window1', numSamples=2, pos=[0, 0], screen=0, size=array([1920, 1080]), stereo=False, units=u'norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType=u'pyglet')
12.5875 	EXP 	window1: recordFrameIntervals = False
12.7534 	EXP 	window1: recordFrameIntervals = True
12.9368 	EXP 	window1: recordFrameIntervals = False
13.0323 	EXP 	Created text_2 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=30, italic=False, name='text_2', opacity=1.0, ori=0, pos=array([   0.,  250.]), rgb=array([ 255.,  255.,  255.]), text=newstr(...), units='pix', win=Window(...), wrapWidth=500)
13.0348 	EXP 	Created image123 = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image123', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 400.,  400.]), texRes=128, units='pix', win=Window(...))
13.0477 	EXP 	Created text_3 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=30, italic=False, name='text_3', opacity=1.0, ori=0, pos=array([   0., -250.]), rgb=array([ 255.,  255.,  255.]), text='Press spacebar to continue', units='pix', win=Window(...), wrapWidth=500)
13.0499 	EXP 	Created Photo = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='Photo', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 1000.,  1000.]), texRes=128, units='pix', win=Window(...))
13.0716 	EXP 	Created text_4 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'white', colorSpace='named', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=30, italic=False, name='text_4', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=newstr(...), units='pix', win=Window(...), wrapWidth=500)
13.0862 	EXP 	Created text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=30, italic=False, name='text', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text='Thank you for participation!', units='pix', win=Window(...), wrapWidth=500)
13.0963 	EXP 	Imported entry.xlsx as conditions, 4 conditions, 2 params
13.0965 	EXP 	Created sequence: random, trialTypes=4, nReps=1, seed=None
13.0968 	EXP 	New trial (rep=0, index=0): OrderedDict([('pix', u'logos/2.jpg'), ('source', u'properties2.xlsx')])
13.1290 	EXP 	image123: image = u'logos/2.jpg'
13.1290 	EXP 	text_2: autoDraw = True
13.1290 	EXP 	image123: autoDraw = True
13.1290 	EXP 	text_3: autoDraw = True
21.7652 	DATA 	Keypress: space
21.7871 	EXP 	Imported properties2.xlsx as conditions, 90 conditions, 5 params
21.7876 	EXP 	Created sequence: random, trialTypes=90, nReps=1, seed=None
21.7879 	EXP 	New trial (rep=0, index=0): OrderedDict([('image1', u'frogs/ab27.jpg'), ('x', 0), ('y', 0), ('size', 400), ('answer', u'l')])
21.8113 	EXP 	text_2: autoDraw = False
21.8113 	EXP 	image123: autoDraw = False
21.8113 	EXP 	text_3: autoDraw = False
21.8113 	EXP 	Photo: pos = array([ 0.,  0.])
21.8113 	EXP 	Photo: image = u'frogs/ab27.jpg'
21.8113 	EXP 	Photo: autoDraw = True
22.2650 	DATA 	Keypress: l
22.2979 	EXP 	Photo: autoDraw = False
22.3145 	EXP 	text_4: autoDraw = True
24.0473 	DATA 	Keypress: space
25.0308 	DATA 	Keypress: l
25.0481 	EXP 	New trial (rep=0, index=1): OrderedDict([('image1', u'frogs/ab20.jpg'), ('x', 0), ('y', 0), ('size', 400), ('answer', u'l')])
25.0665 	EXP 	Photo: autoDraw = False
25.0665 	EXP 	text_4: autoDraw = False
25.0665 	EXP 	Photo: pos = array([ 0.,  0.])
25.0665 	EXP 	Photo: image = u'frogs/ab20.jpg'
25.0665 	EXP 	Photo: autoDraw = True
25.5627 	EXP 	Photo: autoDraw = False
