pix,source,image1,x,y,size,answer,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_3.keys,key_resp_3.rt,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,date,frameRate,expName,session,participant,
logos/1.jpg,properties1.xlsx,frogs/ab37.jpg,0,0,400,l,0,0,0,0,0,0,0,36,space,13.0613103457,['l'],0,[6.346900776022267],2018_Jul_09_1059,60.0476538588,go-nogo,001,3,
logos/1.jpg,properties1.xlsx,frogs/ab66.jpg,0,0,400,l,0,0,0,0,0,1,1,64,,,['l'],0,[15.40871743321668],2018_Jul_09_1059,60.0476538588,go-nogo,001,3,
logos/1.jpg,properties1.xlsx,frogs/ab56.jpg,0,0,400,l,0,0,0,0,0,2,2,55,,,['l'],0,[16.75771911769789],2018_Jul_09_1059,60.0476538588,go-nogo,001,3,
logos/1.jpg,properties1.xlsx,frogs/ab63.jpg,0,0,400,l,0,0,0,0,0,3,3,61,,,['l'],0,[0.18384684132706752],2018_Jul_09_1059,60.0476538588,go-nogo,001,3,
logos/1.jpg,properties1.xlsx,frogs/ab48.jpg,0,0,400,l,0,0,0,0,0,4,4,47,,,['l'],0,[0.11731238455104176],2018_Jul_09_1059,60.0476538588,go-nogo,001,3,
logos/1.jpg,properties1.xlsx,logos/1.jpg,0,0,400,a,0,0,0,0,0,5,5,83,,,['a'],0,[0.05057255871088273],2018_Jul_09_1059,60.0476538588,go-nogo,001,3,
logos/1.jpg,properties1.xlsx,frogs/ab73.jpg,0,0,400,l,0,0,0,0,0,6,6,71,,,['l'],0,[0.017364210373216338],2018_Jul_09_1059,60.0476538588,go-nogo,001,3,
logos/1.jpg,properties1.xlsx,frogs/ab41.jpg,0,0,400,l,0,0,0,0,0,7,7,40,,,['a'],0,[22.854497440282557],2018_Jul_09_1059,60.0476538588,go-nogo,001,3,
logos/1.jpg,properties1.xlsx,frogs/ab19.jpg,0,0,400,l,0,0,0,0,0,8,8,18,,,['l'],0,[0.1507499953063416],2018_Jul_09_1059,60.0476538588,go-nogo,001,3,
logos/1.jpg,properties1.xlsx,frogs/ab58.jpg,0,0,400,l,0,0,0,0,0,9,9,57,,,['l'],0,[0.0005671827061632939],2018_Jul_09_1059,60.0476538588,go-nogo,001,3,
logos/1.jpg,properties1.xlsx,frogs/ab49.jpg,0,0,400,l,0,0,0,0,0,10,10,48,,,['l'],0,[2.199328596760097],2018_Jul_09_1059,60.0476538588,go-nogo,001,3,
logos/1.jpg,properties1.xlsx,frogs/ab25.jpg,0,0,400,l,0,0,0,0,0,11,11,24,,,['a'],0,[0.750056177825627],2018_Jul_09_1059,60.0476538588,go-nogo,001,3,
logos/1.jpg,properties1.xlsx,frogs/ab16.jpg,0,0,400,l,0,0,0,0,0,12,12,15,,,['l'],0,[0.9333500586808441],2018_Jul_09_1059,60.0476538588,go-nogo,001,3,
logos/1.jpg,properties1.xlsx,frogs/ab68.jpg,0,0,400,l,0,0,0,0,0,13,13,66,,,['l'],0,[0.0005614938127109781],2018_Jul_09_1059,60.0476538588,go-nogo,001,3,
logos/1.jpg,properties1.xlsx,frogs/ab9.jpg,0,0,400,l,0,0,0,0,0,14,14,8,,,['l'],0,[0.1004613123936906],2018_Jul_09_1059,60.0476538588,go-nogo,001,3,
logos/1.jpg,properties1.xlsx,frogs/ab31.jpg,0,0,400,l,0,0,0,0,0,15,15,30,,,['l'],0,[1.8160803408331958],2018_Jul_09_1059,60.0476538588,go-nogo,001,3,
logos/1.jpg,properties1.xlsx,logos/1.jpg,0,0,400,a,0,0,0,0,0,16,16,85,,,['a'],0,[0.08394304052035295],2018_Jul_09_1059,60.0476538588,go-nogo,001,3,
logos/1.jpg,properties1.xlsx,frogs/ab6.jpg,0,0,400,l,0,0,0,0,0,17,17,5,,,['l'],0,[0.11712237550000282],2018_Jul_09_1059,60.0476538588,go-nogo,001,3,
logos/1.jpg,properties1.xlsx,logos/1.jpg,0,0,400,a,0,0,0,0,0,18,18,81,,,['a'],0,[0.13394670985690027],2018_Jul_09_1059,60.0476538588,go-nogo,001,3,
logos/1.jpg,properties1.xlsx,frogs/ab36.jpg,0,0,400,l,0,0,0,0,0,19,19,35,,,['l'],0,[0.10034355229299763],2018_Jul_09_1059,60.0476538588,go-nogo,001,3,
logos/1.jpg,properties1.xlsx,frogs/ab50.jpg,0,0,400,l,0,0,0,0,0,20,20,49,,,['l'],0,[0.0005649071486004686],2018_Jul_09_1059,60.0476538588,go-nogo,001,3,
logos/1.jpg,properties1.xlsx,frogs/ab80.jpg,0,0,400,l,0,0,0,0,0,21,21,78,,,['l'],0,[1.7328910787337009],2018_Jul_09_1059,60.0476538588,go-nogo,001,3,
logos/1.jpg,properties1.xlsx,frogs/ab47.jpg,0,0,400,l,0,0,0,0,0,22,22,46,,,['l'],0,[0.11733343345804315],2018_Jul_09_1059,60.0476538588,go-nogo,001,3,
logos/1.jpg,properties1.xlsx,frogs/ab11.jpg,0,0,400,l,0,0,0,0,0,23,23,10,,,['l'],0,[1.0166144141776385],2018_Jul_09_1059,60.0476538588,go-nogo,001,3,
logos/1.jpg,properties1.xlsx,frogs/ab32.jpg,0,0,400,l,0,0,0,0,0,24,24,31,,,['l'],0,[0.516853063270446],2018_Jul_09_1059,60.0476538588,go-nogo,001,3,
logos/1.jpg,properties1.xlsx,frogs/ab33.jpg,0,0,400,l,0,0,0,0,0,25,25,32,,,['l'],0,[0.6668390401473516],2018_Jul_09_1059,60.0476538588,go-nogo,001,3,
logos/1.jpg,properties1.xlsx,frogs/ab14.jpg,0,0,400,l,0,0,0,0,0,26,26,13,,,['l'],0,[0.21701650518753013],2018_Jul_09_1059,60.0476538588,go-nogo,001,3,
