7.3954 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([ 0.,  0.,  0.]), colorSpace='rgb', fullscr=UNKNOWN, gamma=None, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x114653410>, multiSample=False, name='window1', numSamples=2, pos=[0, 0], screen=0, size=array([1440,  900]), stereo=False, units=u'norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
7.3954 	EXP 	window1: recordFrameIntervals = False
7.5612 	EXP 	window1: recordFrameIntervals = True
7.7450 	EXP 	window1: recordFrameIntervals = False
7.8302 	EXP 	Created text_2 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text_2', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1)
7.8318 	EXP 	Created Leftimg = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='Leftimg', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 400.,  400.]), texRes=128, units='pix', win=Window(...))
7.8329 	EXP 	Created Rightimg = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='Rightimg', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 400.,  400.]), texRes=128, units='pix', win=Window(...))
7.8425 	EXP 	Created text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, name='text', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=u'to proceed press the space bar.', units=u'norm', win=Window(...), wrapWidth=1)
7.8518 	EXP 	Created text_3 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text_3', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1)
7.8563 	EXP 	window1: blendMode = 'avg'
7.8605 	EXP 	text_2: autoDraw = True
7.8631 	EXP 	window1: blendMode = 'avg'
7.8786 	EXP 	window1: blendMode = 'avg'
7.8956 	EXP 	window1: blendMode = 'avg'
7.9123 	EXP 	window1: blendMode = 'avg'
7.9288 	EXP 	window1: blendMode = 'avg'
7.9458 	EXP 	window1: blendMode = 'avg'
7.9621 	EXP 	window1: blendMode = 'avg'
7.9786 	EXP 	window1: blendMode = 'avg'
7.9954 	EXP 	window1: blendMode = 'avg'
8.0127 	EXP 	window1: blendMode = 'avg'
8.0287 	EXP 	window1: blendMode = 'avg'
8.0456 	EXP 	window1: blendMode = 'avg'
8.0622 	EXP 	window1: blendMode = 'avg'
8.0790 	EXP 	window1: blendMode = 'avg'
8.0955 	EXP 	window1: blendMode = 'avg'
8.1123 	EXP 	window1: blendMode = 'avg'
8.1285 	EXP 	window1: blendMode = 'avg'
8.1453 	EXP 	window1: blendMode = 'avg'
8.1622 	EXP 	window1: blendMode = 'avg'
8.1790 	EXP 	window1: blendMode = 'avg'
8.1956 	EXP 	window1: blendMode = 'avg'
8.2123 	EXP 	window1: blendMode = 'avg'
8.2288 	EXP 	window1: blendMode = 'avg'
8.2456 	EXP 	window1: blendMode = 'avg'
8.2622 	EXP 	window1: blendMode = 'avg'
8.2788 	EXP 	window1: blendMode = 'avg'
8.2956 	EXP 	window1: blendMode = 'avg'
8.3120 	EXP 	window1: blendMode = 'avg'
8.3288 	EXP 	window1: blendMode = 'avg'
8.3456 	EXP 	window1: blendMode = 'avg'
8.3622 	EXP 	window1: blendMode = 'avg'
8.3790 	EXP 	window1: blendMode = 'avg'
8.3956 	EXP 	window1: blendMode = 'avg'
8.4122 	EXP 	window1: blendMode = 'avg'
8.4288 	EXP 	window1: blendMode = 'avg'
8.4456 	EXP 	window1: blendMode = 'avg'
8.4621 	EXP 	window1: blendMode = 'avg'
8.4789 	EXP 	window1: blendMode = 'avg'
8.4955 	EXP 	window1: blendMode = 'avg'
8.5123 	EXP 	window1: blendMode = 'avg'
8.5289 	EXP 	window1: blendMode = 'avg'
8.5455 	EXP 	window1: blendMode = 'avg'
8.5622 	EXP 	window1: blendMode = 'avg'
8.5788 	EXP 	window1: blendMode = 'avg'
8.5956 	EXP 	window1: blendMode = 'avg'
8.6124 	EXP 	window1: blendMode = 'avg'
8.6278 	EXP 	window1: blendMode = 'avg'
8.6455 	EXP 	window1: blendMode = 'avg'
8.6622 	EXP 	window1: blendMode = 'avg'
8.6788 	EXP 	window1: blendMode = 'avg'
8.6955 	EXP 	window1: blendMode = 'avg'
8.7122 	EXP 	window1: blendMode = 'avg'
8.7288 	EXP 	window1: blendMode = 'avg'
8.7456 	EXP 	window1: blendMode = 'avg'
8.7622 	EXP 	window1: blendMode = 'avg'
8.7789 	EXP 	window1: blendMode = 'avg'
8.7954 	EXP 	window1: blendMode = 'avg'
8.8122 	EXP 	window1: blendMode = 'avg'
8.8289 	EXP 	window1: blendMode = 'avg'
8.8455 	EXP 	window1: blendMode = 'avg'
8.8622 	EXP 	window1: blendMode = 'avg'
8.8788 	EXP 	window1: blendMode = 'avg'
8.8956 	EXP 	window1: blendMode = 'avg'
8.9122 	EXP 	window1: blendMode = 'avg'
8.9288 	EXP 	window1: blendMode = 'avg'
8.9456 	EXP 	window1: blendMode = 'avg'
8.9621 	EXP 	window1: blendMode = 'avg'
8.9789 	EXP 	window1: blendMode = 'avg'
8.9944 	EXP 	window1: blendMode = 'avg'
9.0123 	EXP 	window1: blendMode = 'avg'
9.0288 	EXP 	window1: blendMode = 'avg'
9.0455 	EXP 	window1: blendMode = 'avg'
9.0622 	EXP 	window1: blendMode = 'avg'
9.0788 	EXP 	window1: blendMode = 'avg'
9.0956 	EXP 	window1: blendMode = 'avg'
9.1121 	EXP 	window1: blendMode = 'avg'
9.1290 	EXP 	window1: blendMode = 'avg'
9.1453 	EXP 	window1: blendMode = 'avg'
9.1623 	EXP 	window1: blendMode = 'avg'
9.1788 	EXP 	window1: blendMode = 'avg'
9.1956 	EXP 	window1: blendMode = 'avg'
9.2121 	EXP 	window1: blendMode = 'avg'
9.2289 	EXP 	window1: blendMode = 'avg'
9.2455 	EXP 	window1: blendMode = 'avg'
9.2623 	EXP 	window1: blendMode = 'avg'
9.2788 	EXP 	window1: blendMode = 'avg'
9.2956 	EXP 	window1: blendMode = 'avg'
9.3121 	EXP 	window1: blendMode = 'avg'
9.3289 	EXP 	window1: blendMode = 'avg'
9.3455 	EXP 	window1: blendMode = 'avg'
9.3622 	EXP 	window1: blendMode = 'avg'
9.3788 	EXP 	window1: blendMode = 'avg'
9.3956 	EXP 	window1: blendMode = 'avg'
9.4122 	EXP 	window1: blendMode = 'avg'
9.4288 	EXP 	window1: blendMode = 'avg'
9.4456 	EXP 	window1: blendMode = 'avg'
9.4621 	EXP 	window1: blendMode = 'avg'
9.4789 	EXP 	window1: blendMode = 'avg'
9.4955 	EXP 	window1: blendMode = 'avg'
9.5123 	EXP 	window1: blendMode = 'avg'
9.5288 	EXP 	window1: blendMode = 'avg'
9.5455 	EXP 	window1: blendMode = 'avg'
9.5622 	EXP 	window1: blendMode = 'avg'
9.5788 	EXP 	window1: blendMode = 'avg'
9.5956 	EXP 	window1: blendMode = 'avg'
9.6114 	EXP 	window1: blendMode = 'avg'
9.6289 	EXP 	window1: blendMode = 'avg'
9.6455 	EXP 	window1: blendMode = 'avg'
