7.1589 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([ 0.,  0.,  0.]), colorSpace='rgb', fullscr=UNKNOWN, gamma=None, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x11475c410>, multiSample=False, name='window1', numSamples=2, pos=[0, 0], screen=0, size=array([1440,  900]), stereo=False, units=u'norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
7.1590 	EXP 	window1: recordFrameIntervals = False
7.3248 	EXP 	window1: recordFrameIntervals = True
7.5079 	EXP 	window1: recordFrameIntervals = False
7.5935 	EXP 	Created text_2 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text_2', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1)
7.5951 	EXP 	Created Leftimg = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='Leftimg', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 400.,  400.]), texRes=128, units='pix', win=Window(...))
7.5962 	EXP 	Created Rightimg = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='Rightimg', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 400.,  400.]), texRes=128, units='pix', win=Window(...))
7.6062 	EXP 	Created text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, name='text', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=u'to proceed press the space bar.', units=u'norm', win=Window(...), wrapWidth=1)
7.6156 	EXP 	Created text_3 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text_3', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1)
7.6202 	EXP 	window1: blendMode = 'avg'
7.6411 	EXP 	text_2: autoDraw = True
7.6449 	EXP 	window1: blendMode = 'avg'
7.6587 	EXP 	window1: blendMode = 'avg'
7.6754 	EXP 	window1: blendMode = 'avg'
7.6925 	EXP 	window1: blendMode = 'avg'
7.7085 	EXP 	window1: blendMode = 'avg'
7.7255 	EXP 	window1: blendMode = 'avg'
7.7422 	EXP 	window1: blendMode = 'avg'
7.7588 	EXP 	window1: blendMode = 'avg'
7.7755 	EXP 	window1: blendMode = 'avg'
7.7915 	EXP 	window1: blendMode = 'avg'
7.8081 	EXP 	window1: blendMode = 'avg'
7.8259 	EXP 	window1: blendMode = 'avg'
7.8415 	EXP 	window1: blendMode = 'avg'
7.8583 	EXP 	window1: blendMode = 'avg'
7.8750 	EXP 	window1: blendMode = 'avg'
7.8916 	EXP 	window1: blendMode = 'avg'
7.9089 	EXP 	window1: blendMode = 'avg'
7.9257 	EXP 	window1: blendMode = 'avg'
7.9423 	EXP 	window1: blendMode = 'avg'
7.9591 	EXP 	window1: blendMode = 'avg'
7.9758 	EXP 	window1: blendMode = 'avg'
7.9929 	EXP 	window1: blendMode = 'avg'
8.0088 	EXP 	window1: blendMode = 'avg'
8.0254 	EXP 	window1: blendMode = 'avg'
8.0420 	EXP 	window1: blendMode = 'avg'
8.0587 	EXP 	window1: blendMode = 'avg'
8.0793 	EXP 	window1: blendMode = 'avg'
8.0962 	EXP 	window1: blendMode = 'avg'
8.1130 	EXP 	window1: blendMode = 'avg'
8.1296 	EXP 	window1: blendMode = 'avg'
8.1463 	EXP 	window1: blendMode = 'avg'
8.1631 	EXP 	window1: blendMode = 'avg'
8.1796 	EXP 	window1: blendMode = 'avg'
8.1964 	EXP 	window1: blendMode = 'avg'
8.2129 	EXP 	window1: blendMode = 'avg'
8.2297 	EXP 	window1: blendMode = 'avg'
8.2463 	EXP 	window1: blendMode = 'avg'
8.2631 	EXP 	window1: blendMode = 'avg'
8.2789 	EXP 	window1: blendMode = 'avg'
