8.3634 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([ 0.,  0.,  0.]), colorSpace='rgb', fullscr=UNKNOWN, gamma=None, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x11465e410>, multiSample=False, name='window1', numSamples=2, pos=[0, 0], screen=0, size=array([1440,  900]), stereo=False, units=u'norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
8.3634 	EXP 	window1: recordFrameIntervals = False
8.5297 	EXP 	window1: recordFrameIntervals = True
8.7134 	EXP 	window1: recordFrameIntervals = False
8.7991 	EXP 	Created text_2 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text_2', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1)
8.8008 	EXP 	Created Leftimg = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='Leftimg', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 400.,  400.]), texRes=128, units='pix', win=Window(...))
8.8020 	EXP 	Created Rightimg = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='Rightimg', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 400.,  400.]), texRes=128, units='pix', win=Window(...))
8.8116 	EXP 	Created text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, name='text', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=u'to proceed press the space bar.', units=u'norm', win=Window(...), wrapWidth=1)
8.8210 	EXP 	Created text_3 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text_3', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1)
8.8256 	EXP 	window1: blendMode = 'avg'
8.8455 	EXP 	text_2: autoDraw = True
8.8495 	EXP 	window1: blendMode = 'avg'
8.8641 	EXP 	window1: blendMode = 'avg'
8.8807 	EXP 	window1: blendMode = 'avg'
8.8973 	EXP 	window1: blendMode = 'avg'
8.9173 	EXP 	window1: blendMode = 'avg'
8.9341 	EXP 	window1: blendMode = 'avg'
8.9505 	EXP 	window1: blendMode = 'avg'
8.9670 	EXP 	window1: blendMode = 'avg'
8.9837 	EXP 	window1: blendMode = 'avg'
9.0005 	EXP 	window1: blendMode = 'avg'
9.0172 	EXP 	window1: blendMode = 'avg'
9.0338 	EXP 	window1: blendMode = 'avg'
9.0506 	EXP 	window1: blendMode = 'avg'
9.0672 	EXP 	window1: blendMode = 'avg'
9.0839 	EXP 	window1: blendMode = 'avg'
9.1006 	EXP 	window1: blendMode = 'avg'
9.1171 	EXP 	window1: blendMode = 'avg'
9.1338 	EXP 	window1: blendMode = 'avg'
9.1506 	EXP 	window1: blendMode = 'avg'
9.1671 	EXP 	window1: blendMode = 'avg'
9.1839 	EXP 	window1: blendMode = 'avg'
9.2002 	EXP 	window1: blendMode = 'avg'
9.2169 	EXP 	window1: blendMode = 'avg'
9.2337 	EXP 	window1: blendMode = 'avg'
9.2504 	EXP 	window1: blendMode = 'avg'
9.2671 	EXP 	window1: blendMode = 'avg'
9.2839 	EXP 	window1: blendMode = 'avg'
9.3008 	EXP 	window1: blendMode = 'avg'
9.3170 	EXP 	window1: blendMode = 'avg'
9.3339 	EXP 	window1: blendMode = 'avg'
9.3504 	EXP 	window1: blendMode = 'avg'
9.3671 	EXP 	window1: blendMode = 'avg'
9.3840 	EXP 	window1: blendMode = 'avg'
9.4005 	EXP 	window1: blendMode = 'avg'
9.4171 	EXP 	window1: blendMode = 'avg'
9.4337 	EXP 	window1: blendMode = 'avg'
9.4504 	EXP 	window1: blendMode = 'avg'
9.4671 	EXP 	window1: blendMode = 'avg'
9.4839 	EXP 	window1: blendMode = 'avg'
9.5006 	EXP 	window1: blendMode = 'avg'
9.5170 	EXP 	window1: blendMode = 'avg'
9.5338 	EXP 	window1: blendMode = 'avg'
9.5506 	EXP 	window1: blendMode = 'avg'
9.5670 	EXP 	window1: blendMode = 'avg'
9.5840 	EXP 	window1: blendMode = 'avg'
9.6005 	EXP 	window1: blendMode = 'avg'
9.6171 	EXP 	window1: blendMode = 'avg'
9.6338 	EXP 	window1: blendMode = 'avg'
9.6505 	EXP 	window1: blendMode = 'avg'
9.6672 	EXP 	window1: blendMode = 'avg'
9.6838 	EXP 	window1: blendMode = 'avg'
9.7008 	EXP 	window1: blendMode = 'avg'
9.7169 	EXP 	window1: blendMode = 'avg'
9.7337 	EXP 	window1: blendMode = 'avg'
9.7507 	EXP 	window1: blendMode = 'avg'
9.7673 	EXP 	window1: blendMode = 'avg'
9.7833 	EXP 	window1: blendMode = 'avg'
9.8004 	EXP 	window1: blendMode = 'avg'
9.8178 	EXP 	window1: blendMode = 'avg'
9.8337 	EXP 	window1: blendMode = 'avg'
9.8505 	EXP 	window1: blendMode = 'avg'
9.8672 	EXP 	window1: blendMode = 'avg'
9.8840 	EXP 	window1: blendMode = 'avg'
9.9006 	EXP 	window1: blendMode = 'avg'
9.9171 	EXP 	window1: blendMode = 'avg'
9.9340 	EXP 	window1: blendMode = 'avg'
9.9506 	EXP 	window1: blendMode = 'avg'
9.9671 	EXP 	window1: blendMode = 'avg'
9.9839 	EXP 	window1: blendMode = 'avg'
10.0004 	EXP 	window1: blendMode = 'avg'
10.0173 	EXP 	window1: blendMode = 'avg'
10.0339 	EXP 	window1: blendMode = 'avg'
10.0505 	EXP 	window1: blendMode = 'avg'
10.0673 	EXP 	window1: blendMode = 'avg'
10.0839 	EXP 	window1: blendMode = 'avg'
10.1004 	EXP 	window1: blendMode = 'avg'
10.1172 	EXP 	window1: blendMode = 'avg'
10.1338 	EXP 	window1: blendMode = 'avg'
10.1506 	EXP 	window1: blendMode = 'avg'
10.1671 	EXP 	window1: blendMode = 'avg'
10.1838 	EXP 	window1: blendMode = 'avg'
10.2006 	EXP 	window1: blendMode = 'avg'
10.2163 	EXP 	window1: blendMode = 'avg'
10.2339 	EXP 	window1: blendMode = 'avg'
10.2504 	EXP 	window1: blendMode = 'avg'
10.2672 	EXP 	window1: blendMode = 'avg'
