11.5556 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([ 0.,  0.,  0.]), colorSpace='rgb', fullscr=UNKNOWN, gamma=None, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x113f9c410>, multiSample=False, name='window1', numSamples=2, pos=[0, 0], screen=0, size=array([1440,  900]), stereo=False, units=u'norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
11.5556 	EXP 	window1: recordFrameIntervals = False
11.7222 	EXP 	window1: recordFrameIntervals = True
11.9058 	EXP 	window1: recordFrameIntervals = False
11.9913 	EXP 	Created text_2 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text_2', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1)
11.9929 	EXP 	Created Leftimg = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='Leftimg', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 400.,  400.]), texRes=128, units='pix', win=Window(...))
11.9940 	EXP 	Created Rightimg = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='Rightimg', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 400.,  400.]), texRes=128, units='pix', win=Window(...))
12.0044 	EXP 	Created text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, name='text', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=u'to proceed press the space bar.', units=u'norm', win=Window(...), wrapWidth=1)
12.0139 	EXP 	Created text_3 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text_3', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1)
12.0184 	EXP 	window1: blendMode = 'avg'
12.0383 	EXP 	text_2: autoDraw = True
12.0420 	EXP 	window1: blendMode = 'avg'
12.0564 	EXP 	window1: blendMode = 'avg'
12.0731 	EXP 	window1: blendMode = 'avg'
12.0897 	EXP 	window1: blendMode = 'avg'
12.1062 	EXP 	window1: blendMode = 'avg'
12.1235 	EXP 	window1: blendMode = 'avg'
12.1396 	EXP 	window1: blendMode = 'avg'
12.1561 	EXP 	window1: blendMode = 'avg'
12.1724 	EXP 	window1: blendMode = 'avg'
12.1898 	EXP 	window1: blendMode = 'avg'
12.2063 	EXP 	window1: blendMode = 'avg'
12.2230 	EXP 	window1: blendMode = 'avg'
12.2395 	EXP 	window1: blendMode = 'avg'
12.2566 	EXP 	window1: blendMode = 'avg'
12.2732 	EXP 	window1: blendMode = 'avg'
12.2897 	EXP 	window1: blendMode = 'avg'
12.3064 	EXP 	window1: blendMode = 'avg'
12.3230 	EXP 	window1: blendMode = 'avg'
12.3398 	EXP 	window1: blendMode = 'avg'
12.3562 	EXP 	window1: blendMode = 'avg'
12.3731 	EXP 	window1: blendMode = 'avg'
12.3897 	EXP 	window1: blendMode = 'avg'
12.4061 	EXP 	window1: blendMode = 'avg'
12.4233 	EXP 	window1: blendMode = 'avg'
12.4397 	EXP 	window1: blendMode = 'avg'
12.4564 	EXP 	window1: blendMode = 'avg'
12.4728 	EXP 	window1: blendMode = 'avg'
12.4899 	EXP 	window1: blendMode = 'avg'
12.5065 	EXP 	window1: blendMode = 'avg'
12.5230 	EXP 	window1: blendMode = 'avg'
12.5395 	EXP 	window1: blendMode = 'avg'
12.5564 	EXP 	window1: blendMode = 'avg'
12.5731 	EXP 	window1: blendMode = 'avg'
12.5897 	EXP 	window1: blendMode = 'avg'
12.6062 	EXP 	window1: blendMode = 'avg'
12.6230 	EXP 	window1: blendMode = 'avg'
12.6397 	EXP 	window1: blendMode = 'avg'
12.6564 	EXP 	window1: blendMode = 'avg'
12.6729 	EXP 	window1: blendMode = 'avg'
12.6890 	EXP 	window1: blendMode = 'avg'
12.7064 	EXP 	window1: blendMode = 'avg'
12.7231 	EXP 	window1: blendMode = 'avg'
12.7398 	EXP 	window1: blendMode = 'avg'
12.7564 	EXP 	window1: blendMode = 'avg'
12.7732 	EXP 	window1: blendMode = 'avg'
12.7897 	EXP 	window1: blendMode = 'avg'
12.8064 	EXP 	window1: blendMode = 'avg'
12.8231 	EXP 	window1: blendMode = 'avg'
12.8395 	EXP 	window1: blendMode = 'avg'
12.8564 	EXP 	window1: blendMode = 'avg'
12.8727 	EXP 	window1: blendMode = 'avg'
12.8898 	EXP 	window1: blendMode = 'avg'
12.9064 	EXP 	window1: blendMode = 'avg'
12.9230 	EXP 	window1: blendMode = 'avg'
12.9397 	EXP 	window1: blendMode = 'avg'
12.9564 	EXP 	window1: blendMode = 'avg'
12.9731 	EXP 	window1: blendMode = 'avg'
12.9899 	EXP 	window1: blendMode = 'avg'
13.0064 	EXP 	window1: blendMode = 'avg'
13.0230 	EXP 	window1: blendMode = 'avg'
13.0397 	EXP 	window1: blendMode = 'avg'
13.0564 	EXP 	window1: blendMode = 'avg'
13.0731 	EXP 	window1: blendMode = 'avg'
13.0897 	EXP 	window1: blendMode = 'avg'
13.1064 	EXP 	window1: blendMode = 'avg'
13.1230 	EXP 	window1: blendMode = 'avg'
13.1396 	EXP 	window1: blendMode = 'avg'
13.1563 	EXP 	window1: blendMode = 'avg'
13.1730 	EXP 	window1: blendMode = 'avg'
13.1896 	EXP 	window1: blendMode = 'avg'
13.2062 	EXP 	window1: blendMode = 'avg'
