7.0809 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([ 0.,  0.,  0.]), colorSpace='rgb', fullscr=UNKNOWN, gamma=None, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x1134c7410>, multiSample=False, name='window1', numSamples=2, pos=[0, 0], screen=0, size=array([1440,  900]), stereo=False, units=u'norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
7.0809 	EXP 	window1: recordFrameIntervals = False
7.2473 	EXP 	window1: recordFrameIntervals = True
7.4303 	EXP 	window1: recordFrameIntervals = False
7.5150 	EXP 	Created text_2 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text_2', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1)
7.5167 	EXP 	Created Leftimg = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='Leftimg', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 400.,  400.]), texRes=128, units='pix', win=Window(...))
7.5178 	EXP 	Created Rightimg = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='Rightimg', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 400.,  400.]), texRes=128, units='pix', win=Window(...))
7.5274 	EXP 	Created text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, name='text', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=u'to proceed press the space bar.', units=u'norm', win=Window(...), wrapWidth=1)
7.5368 	EXP 	Created text_3 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text_3', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1)
7.5414 	EXP 	window1: blendMode = 'avg'
7.5468 	EXP 	text_2: autoDraw = True
7.5499 	EXP 	window1: blendMode = 'avg'
7.5650 	EXP 	window1: blendMode = 'avg'
7.5807 	EXP 	window1: blendMode = 'avg'
7.5974 	EXP 	window1: blendMode = 'avg'
7.6142 	EXP 	window1: blendMode = 'avg'
7.6311 	EXP 	window1: blendMode = 'avg'
7.6477 	EXP 	window1: blendMode = 'avg'
7.6644 	EXP 	window1: blendMode = 'avg'
7.6811 	EXP 	window1: blendMode = 'avg'
7.6979 	EXP 	window1: blendMode = 'avg'
7.7148 	EXP 	window1: blendMode = 'avg'
7.7314 	EXP 	window1: blendMode = 'avg'
7.7481 	EXP 	window1: blendMode = 'avg'
7.7646 	EXP 	window1: blendMode = 'avg'
7.7812 	EXP 	window1: blendMode = 'avg'
7.7979 	EXP 	window1: blendMode = 'avg'
7.8146 	EXP 	window1: blendMode = 'avg'
7.8313 	EXP 	window1: blendMode = 'avg'
7.8480 	EXP 	window1: blendMode = 'avg'
7.8647 	EXP 	window1: blendMode = 'avg'
7.8813 	EXP 	window1: blendMode = 'avg'
7.8980 	EXP 	window1: blendMode = 'avg'
7.9147 	EXP 	window1: blendMode = 'avg'
7.9314 	EXP 	window1: blendMode = 'avg'
7.9470 	EXP 	window1: blendMode = 'avg'
7.9648 	EXP 	window1: blendMode = 'avg'
7.9814 	EXP 	window1: blendMode = 'avg'
7.9981 	EXP 	window1: blendMode = 'avg'
8.0148 	EXP 	window1: blendMode = 'avg'
8.0314 	EXP 	window1: blendMode = 'avg'
8.0481 	EXP 	window1: blendMode = 'avg'
8.0648 	EXP 	window1: blendMode = 'avg'
8.0805 	EXP 	window1: blendMode = 'avg'
8.0972 	EXP 	window1: blendMode = 'avg'
8.1139 	EXP 	window1: blendMode = 'avg'
8.1308 	EXP 	window1: blendMode = 'avg'
8.1475 	EXP 	window1: blendMode = 'avg'
8.1641 	EXP 	window1: blendMode = 'avg'
8.1806 	EXP 	window1: blendMode = 'avg'
