7.4840 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([ 0.,  0.,  0.]), colorSpace='rgb', fullscr=UNKNOWN, gamma=None, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x1147e1410>, multiSample=False, name='window1', numSamples=2, pos=[0, 0], screen=0, size=array([1440,  900]), stereo=False, units=u'norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
7.4841 	EXP 	window1: recordFrameIntervals = False
7.6501 	EXP 	window1: recordFrameIntervals = True
7.8339 	EXP 	window1: recordFrameIntervals = False
7.9190 	EXP 	Created text_2 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text_2', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1)
7.9208 	EXP 	Created Leftimg = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='Leftimg', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 400.,  400.]), texRes=128, units='pix', win=Window(...))
7.9219 	EXP 	Created Rightimg = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='Rightimg', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 400.,  400.]), texRes=128, units='pix', win=Window(...))
7.9317 	EXP 	Created text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, name='text', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=u'to proceed press the space bar.', units=u'norm', win=Window(...), wrapWidth=1)
7.9414 	EXP 	Created text_3 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text_3', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1)
7.9460 	EXP 	window1: blendMode = 'avg'
7.9665 	EXP 	text_2: autoDraw = True
7.9699 	EXP 	window1: blendMode = 'avg'
7.9835 	EXP 	window1: blendMode = 'avg'
8.0012 	EXP 	window1: blendMode = 'avg'
8.0177 	EXP 	window1: blendMode = 'avg'
8.0343 	EXP 	window1: blendMode = 'avg'
8.0512 	EXP 	window1: blendMode = 'avg'
8.0678 	EXP 	window1: blendMode = 'avg'
8.0845 	EXP 	window1: blendMode = 'avg'
8.1010 	EXP 	window1: blendMode = 'avg'
8.1176 	EXP 	window1: blendMode = 'avg'
8.1342 	EXP 	window1: blendMode = 'avg'
8.1507 	EXP 	window1: blendMode = 'avg'
8.1674 	EXP 	window1: blendMode = 'avg'
8.1842 	EXP 	window1: blendMode = 'avg'
8.2009 	EXP 	window1: blendMode = 'avg'
8.2176 	EXP 	window1: blendMode = 'avg'
8.2335 	EXP 	window1: blendMode = 'avg'
8.2510 	EXP 	window1: blendMode = 'avg'
8.2676 	EXP 	window1: blendMode = 'avg'
8.2844 	EXP 	window1: blendMode = 'avg'
8.3010 	EXP 	window1: blendMode = 'avg'
8.3176 	EXP 	window1: blendMode = 'avg'
8.3342 	EXP 	window1: blendMode = 'avg'
8.3507 	EXP 	window1: blendMode = 'avg'
8.3673 	EXP 	window1: blendMode = 'avg'
8.3839 	EXP 	window1: blendMode = 'avg'
8.4004 	EXP 	window1: blendMode = 'avg'
8.4170 	EXP 	window1: blendMode = 'avg'
8.4336 	EXP 	window1: blendMode = 'avg'
8.4511 	EXP 	window1: blendMode = 'avg'
8.4678 	EXP 	window1: blendMode = 'avg'
8.4843 	EXP 	window1: blendMode = 'avg'
8.5009 	EXP 	window1: blendMode = 'avg'
8.5175 	EXP 	window1: blendMode = 'avg'
8.5341 	EXP 	window1: blendMode = 'avg'
8.5507 	EXP 	window1: blendMode = 'avg'
8.5673 	EXP 	window1: blendMode = 'avg'
8.5838 	EXP 	window1: blendMode = 'avg'
8.6005 	EXP 	window1: blendMode = 'avg'
8.6178 	EXP 	window1: blendMode = 'avg'
8.6340 	EXP 	window1: blendMode = 'avg'
8.6507 	EXP 	window1: blendMode = 'avg'
8.6673 	EXP 	window1: blendMode = 'avg'
8.6839 	EXP 	window1: blendMode = 'avg'
8.7005 	EXP 	window1: blendMode = 'avg'
8.7171 	EXP 	window1: blendMode = 'avg'
8.7338 	EXP 	window1: blendMode = 'avg'
8.7503 	EXP 	window1: blendMode = 'avg'
8.7679 	EXP 	window1: blendMode = 'avg'
8.7843 	EXP 	window1: blendMode = 'avg'
8.8009 	EXP 	window1: blendMode = 'avg'
8.8174 	EXP 	window1: blendMode = 'avg'
8.8340 	EXP 	window1: blendMode = 'avg'
8.8506 	EXP 	window1: blendMode = 'avg'
8.8703 	EXP 	window1: blendMode = 'avg'
8.8868 	EXP 	window1: blendMode = 'avg'
8.9037 	EXP 	window1: blendMode = 'avg'
8.9200 	EXP 	window1: blendMode = 'avg'
8.9369 	EXP 	window1: blendMode = 'avg'
8.9536 	EXP 	window1: blendMode = 'avg'
8.9701 	EXP 	window1: blendMode = 'avg'
8.9869 	EXP 	window1: blendMode = 'avg'
9.0037 	EXP 	window1: blendMode = 'avg'
9.0203 	EXP 	window1: blendMode = 'avg'
9.0370 	EXP 	window1: blendMode = 'avg'
9.0536 	EXP 	window1: blendMode = 'avg'
9.0704 	EXP 	window1: blendMode = 'avg'
9.0869 	EXP 	window1: blendMode = 'avg'
9.1037 	EXP 	window1: blendMode = 'avg'
9.1203 	EXP 	window1: blendMode = 'avg'
9.1371 	EXP 	window1: blendMode = 'avg'
9.1536 	EXP 	window1: blendMode = 'avg'
9.1703 	EXP 	window1: blendMode = 'avg'
9.1869 	EXP 	window1: blendMode = 'avg'
9.2036 	EXP 	window1: blendMode = 'avg'
9.2203 	EXP 	window1: blendMode = 'avg'
9.2369 	EXP 	window1: blendMode = 'avg'
9.2537 	EXP 	window1: blendMode = 'avg'
9.2702 	EXP 	window1: blendMode = 'avg'
9.2873 	EXP 	window1: blendMode = 'avg'
9.3034 	EXP 	window1: blendMode = 'avg'
9.3201 	EXP 	window1: blendMode = 'avg'
9.3370 	EXP 	window1: blendMode = 'avg'
9.3536 	EXP 	window1: blendMode = 'avg'
9.3704 	EXP 	window1: blendMode = 'avg'
9.3869 	EXP 	window1: blendMode = 'avg'
9.4037 	EXP 	window1: blendMode = 'avg'
9.4202 	EXP 	window1: blendMode = 'avg'
9.4369 	EXP 	window1: blendMode = 'avg'
9.4537 	EXP 	window1: blendMode = 'avg'
9.4702 	EXP 	window1: blendMode = 'avg'
9.4870 	EXP 	window1: blendMode = 'avg'
9.5036 	EXP 	window1: blendMode = 'avg'
9.5203 	EXP 	window1: blendMode = 'avg'
9.5364 	EXP 	window1: blendMode = 'avg'
9.5535 	EXP 	window1: blendMode = 'avg'
9.5704 	EXP 	window1: blendMode = 'avg'
9.5870 	EXP 	window1: blendMode = 'avg'
9.6037 	EXP 	window1: blendMode = 'avg'
9.6202 	EXP 	window1: blendMode = 'avg'
9.6370 	EXP 	window1: blendMode = 'avg'
9.6535 	EXP 	window1: blendMode = 'avg'
9.6702 	EXP 	window1: blendMode = 'avg'
9.6870 	EXP 	window1: blendMode = 'avg'
9.7035 	EXP 	window1: blendMode = 'avg'
9.7203 	EXP 	window1: blendMode = 'avg'
9.7369 	EXP 	window1: blendMode = 'avg'
9.7537 	EXP 	window1: blendMode = 'avg'
9.7703 	EXP 	window1: blendMode = 'avg'
9.7870 	EXP 	window1: blendMode = 'avg'
9.8035 	EXP 	window1: blendMode = 'avg'
9.8202 	EXP 	window1: blendMode = 'avg'
9.8370 	EXP 	window1: blendMode = 'avg'
9.8535 	EXP 	window1: blendMode = 'avg'
9.8702 	EXP 	window1: blendMode = 'avg'
9.8869 	EXP 	window1: blendMode = 'avg'
9.9036 	EXP 	window1: blendMode = 'avg'
9.9203 	EXP 	window1: blendMode = 'avg'
9.9370 	EXP 	window1: blendMode = 'avg'
9.9541 	EXP 	window1: blendMode = 'avg'
9.9704 	EXP 	window1: blendMode = 'avg'
9.9869 	EXP 	window1: blendMode = 'avg'
10.0036 	EXP 	window1: blendMode = 'avg'
10.0204 	EXP 	window1: blendMode = 'avg'
10.0369 	EXP 	window1: blendMode = 'avg'
10.0537 	EXP 	window1: blendMode = 'avg'
10.0699 	EXP 	window1: blendMode = 'avg'
10.0870 	EXP 	window1: blendMode = 'avg'
10.1036 	EXP 	window1: blendMode = 'avg'
10.1204 	EXP 	window1: blendMode = 'avg'
10.1369 	EXP 	window1: blendMode = 'avg'
10.1537 	EXP 	window1: blendMode = 'avg'
10.1702 	EXP 	window1: blendMode = 'avg'
10.1870 	EXP 	window1: blendMode = 'avg'
10.2025 	EXP 	window1: blendMode = 'avg'
10.2188 	EXP 	window1: blendMode = 'avg'
10.2356 	EXP 	window1: blendMode = 'avg'
10.2531 	EXP 	window1: blendMode = 'avg'
