7.6150 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([ 0.,  0.,  0.]), colorSpace='rgb', fullscr=UNKNOWN, gamma=None, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x1147dc410>, multiSample=False, name='window1', numSamples=2, pos=[0, 0], screen=0, size=array([1440,  900]), stereo=False, units=u'norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
7.6151 	EXP 	window1: recordFrameIntervals = False
7.7809 	EXP 	window1: recordFrameIntervals = True
7.9643 	EXP 	window1: recordFrameIntervals = False
8.0499 	EXP 	Created text_2 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text_2', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1)
8.0515 	EXP 	Created Leftimg = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='Leftimg', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 400.,  400.]), texRes=128, units='pix', win=Window(...))
8.0526 	EXP 	Created Rightimg = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='Rightimg', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 400.,  400.]), texRes=128, units='pix', win=Window(...))
8.0626 	EXP 	Created text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, name='text', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=u'to proceed press the space bar.', units=u'norm', win=Window(...), wrapWidth=1)
8.0719 	EXP 	Created text_3 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text_3', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1)
8.0765 	EXP 	window1: blendMode = 'avg'
8.0975 	EXP 	text_2: autoDraw = True
8.1012 	EXP 	window1: blendMode = 'avg'
8.1150 	EXP 	window1: blendMode = 'avg'
8.1319 	EXP 	window1: blendMode = 'avg'
8.1484 	EXP 	window1: blendMode = 'avg'
8.1652 	EXP 	window1: blendMode = 'avg'
8.1820 	EXP 	window1: blendMode = 'avg'
8.1983 	EXP 	window1: blendMode = 'avg'
8.2152 	EXP 	window1: blendMode = 'avg'
8.2317 	EXP 	window1: blendMode = 'avg'
8.2485 	EXP 	window1: blendMode = 'avg'
8.2648 	EXP 	window1: blendMode = 'avg'
8.2811 	EXP 	window1: blendMode = 'avg'
8.2984 	EXP 	window1: blendMode = 'avg'
8.3151 	EXP 	window1: blendMode = 'avg'
8.3317 	EXP 	window1: blendMode = 'avg'
8.3485 	EXP 	window1: blendMode = 'avg'
8.3651 	EXP 	window1: blendMode = 'avg'
8.3820 	EXP 	window1: blendMode = 'avg'
8.3985 	EXP 	window1: blendMode = 'avg'
8.4151 	EXP 	window1: blendMode = 'avg'
8.4319 	EXP 	window1: blendMode = 'avg'
8.4484 	EXP 	window1: blendMode = 'avg'
8.4652 	EXP 	window1: blendMode = 'avg'
8.4818 	EXP 	window1: blendMode = 'avg'
8.4985 	EXP 	window1: blendMode = 'avg'
8.5141 	EXP 	window1: blendMode = 'avg'
8.5319 	EXP 	window1: blendMode = 'avg'
8.5485 	EXP 	window1: blendMode = 'avg'
8.5652 	EXP 	window1: blendMode = 'avg'
8.5815 	EXP 	window1: blendMode = 'avg'
8.5985 	EXP 	window1: blendMode = 'avg'
8.6151 	EXP 	window1: blendMode = 'avg'
8.6319 	EXP 	window1: blendMode = 'avg'
8.6484 	EXP 	window1: blendMode = 'avg'
8.6651 	EXP 	window1: blendMode = 'avg'
8.6817 	EXP 	window1: blendMode = 'avg'
8.6985 	EXP 	window1: blendMode = 'avg'
8.7146 	EXP 	window1: blendMode = 'avg'
8.7317 	EXP 	window1: blendMode = 'avg'
8.7486 	EXP 	window1: blendMode = 'avg'
8.7652 	EXP 	window1: blendMode = 'avg'
8.7818 	EXP 	window1: blendMode = 'avg'
8.7985 	EXP 	window1: blendMode = 'avg'
8.8151 	EXP 	window1: blendMode = 'avg'
8.8319 	EXP 	window1: blendMode = 'avg'
8.8485 	EXP 	window1: blendMode = 'avg'
8.8650 	EXP 	window1: blendMode = 'avg'
8.8818 	EXP 	window1: blendMode = 'avg'
8.8984 	EXP 	window1: blendMode = 'avg'
8.9152 	EXP 	window1: blendMode = 'avg'
8.9317 	EXP 	window1: blendMode = 'avg'
8.9485 	EXP 	window1: blendMode = 'avg'
8.9651 	EXP 	window1: blendMode = 'avg'
8.9818 	EXP 	window1: blendMode = 'avg'
8.9984 	EXP 	window1: blendMode = 'avg'
9.0152 	EXP 	window1: blendMode = 'avg'
9.0318 	EXP 	window1: blendMode = 'avg'
9.0484 	EXP 	window1: blendMode = 'avg'
9.0652 	EXP 	window1: blendMode = 'avg'
9.0818 	EXP 	window1: blendMode = 'avg'
9.0984 	EXP 	window1: blendMode = 'avg'
9.1152 	EXP 	window1: blendMode = 'avg'
9.1318 	EXP 	window1: blendMode = 'avg'
9.1485 	EXP 	window1: blendMode = 'avg'
9.1651 	EXP 	window1: blendMode = 'avg'
9.1818 	EXP 	window1: blendMode = 'avg'
9.1982 	EXP 	window1: blendMode = 'avg'
9.2149 	EXP 	window1: blendMode = 'avg'
9.2317 	EXP 	window1: blendMode = 'avg'
9.2485 	EXP 	window1: blendMode = 'avg'
9.2652 	EXP 	window1: blendMode = 'avg'
9.2817 	EXP 	window1: blendMode = 'avg'
9.2985 	EXP 	window1: blendMode = 'avg'
9.3151 	EXP 	window1: blendMode = 'avg'
9.3318 	EXP 	window1: blendMode = 'avg'
9.3484 	EXP 	window1: blendMode = 'avg'
9.3652 	EXP 	window1: blendMode = 'avg'
9.3818 	EXP 	window1: blendMode = 'avg'
9.3985 	EXP 	window1: blendMode = 'avg'
9.4150 	EXP 	window1: blendMode = 'avg'
9.4317 	EXP 	window1: blendMode = 'avg'
9.4485 	EXP 	window1: blendMode = 'avg'
9.4650 	EXP 	window1: blendMode = 'avg'
9.4818 	EXP 	window1: blendMode = 'avg'
9.4984 	EXP 	window1: blendMode = 'avg'
9.5151 	EXP 	window1: blendMode = 'avg'
9.5317 	EXP 	window1: blendMode = 'avg'
9.5485 	EXP 	window1: blendMode = 'avg'
9.5650 	EXP 	window1: blendMode = 'avg'
9.5813 	EXP 	window1: blendMode = 'avg'
9.5982 	EXP 	window1: blendMode = 'avg'
9.6157 	EXP 	window1: blendMode = 'avg'
9.6316 	EXP 	window1: blendMode = 'avg'
9.6485 	EXP 	window1: blendMode = 'avg'
9.6652 	EXP 	window1: blendMode = 'avg'
9.6818 	EXP 	window1: blendMode = 'avg'
9.6985 	EXP 	window1: blendMode = 'avg'
9.7151 	EXP 	window1: blendMode = 'avg'
9.7319 	EXP 	window1: blendMode = 'avg'
9.7484 	EXP 	window1: blendMode = 'avg'
9.7652 	EXP 	window1: blendMode = 'avg'
9.7817 	EXP 	window1: blendMode = 'avg'
9.7985 	EXP 	window1: blendMode = 'avg'
9.8151 	EXP 	window1: blendMode = 'avg'
9.8318 	EXP 	window1: blendMode = 'avg'
9.8484 	EXP 	window1: blendMode = 'avg'
9.8652 	EXP 	window1: blendMode = 'avg'
9.8809 	EXP 	window1: blendMode = 'avg'
9.8985 	EXP 	window1: blendMode = 'avg'
9.9150 	EXP 	window1: blendMode = 'avg'
9.9318 	EXP 	window1: blendMode = 'avg'
9.9475 	EXP 	window1: blendMode = 'avg'
9.9651 	EXP 	window1: blendMode = 'avg'
9.9819 	EXP 	window1: blendMode = 'avg'
9.9985 	EXP 	window1: blendMode = 'avg'
10.0151 	EXP 	window1: blendMode = 'avg'
10.0318 	EXP 	window1: blendMode = 'avg'
10.0484 	EXP 	window1: blendMode = 'avg'
10.0649 	EXP 	window1: blendMode = 'avg'
10.0818 	EXP 	window1: blendMode = 'avg'
10.0985 	EXP 	window1: blendMode = 'avg'
10.1151 	EXP 	window1: blendMode = 'avg'
10.1318 	EXP 	window1: blendMode = 'avg'
10.1485 	EXP 	window1: blendMode = 'avg'
10.1652 	EXP 	window1: blendMode = 'avg'
10.1820 	EXP 	window1: blendMode = 'avg'
10.1986 	EXP 	window1: blendMode = 'avg'
10.2145 	EXP 	window1: blendMode = 'avg'
10.2314 	EXP 	window1: blendMode = 'avg'
10.2483 	EXP 	window1: blendMode = 'avg'
10.2651 	EXP 	window1: blendMode = 'avg'
10.2816 	EXP 	window1: blendMode = 'avg'
10.2982 	EXP 	window1: blendMode = 'avg'
10.3149 	EXP 	window1: blendMode = 'avg'
10.3316 	EXP 	window1: blendMode = 'avg'
10.3484 	EXP 	window1: blendMode = 'avg'
10.3651 	EXP 	window1: blendMode = 'avg'
10.3817 	EXP 	window1: blendMode = 'avg'
10.3985 	EXP 	window1: blendMode = 'avg'
10.4150 	EXP 	window1: blendMode = 'avg'
10.4311 	EXP 	window1: blendMode = 'avg'
10.4485 	EXP 	window1: blendMode = 'avg'
10.4651 	EXP 	window1: blendMode = 'avg'
10.4818 	EXP 	window1: blendMode = 'avg'
10.4985 	EXP 	window1: blendMode = 'avg'
10.5150 	EXP 	window1: blendMode = 'avg'
10.5318 	EXP 	window1: blendMode = 'avg'
10.5484 	EXP 	window1: blendMode = 'avg'
10.5651 	EXP 	window1: blendMode = 'avg'
10.5818 	EXP 	window1: blendMode = 'avg'
10.5983 	EXP 	window1: blendMode = 'avg'
10.6151 	EXP 	window1: blendMode = 'avg'
10.6309 	EXP 	window1: blendMode = 'avg'
10.6484 	EXP 	window1: blendMode = 'avg'
10.6652 	EXP 	window1: blendMode = 'avg'
10.6817 	EXP 	window1: blendMode = 'avg'
10.6985 	EXP 	window1: blendMode = 'avg'
10.7151 	EXP 	window1: blendMode = 'avg'
10.7317 	EXP 	window1: blendMode = 'avg'
10.7485 	EXP 	window1: blendMode = 'avg'
10.7648 	EXP 	window1: blendMode = 'avg'
10.7809 	EXP 	window1: blendMode = 'avg'
10.7978 	EXP 	window1: blendMode = 'avg'
10.8136 	EXP 	window1: blendMode = 'avg'
10.8316 	EXP 	window1: blendMode = 'avg'
10.8485 	EXP 	window1: blendMode = 'avg'
10.8650 	EXP 	window1: blendMode = 'avg'
10.8815 	EXP 	window1: blendMode = 'avg'
10.8984 	EXP 	window1: blendMode = 'avg'
10.9152 	EXP 	window1: blendMode = 'avg'
10.9318 	EXP 	window1: blendMode = 'avg'
10.9478 	EXP 	window1: blendMode = 'avg'
10.9649 	EXP 	window1: blendMode = 'avg'
10.9811 	EXP 	window1: blendMode = 'avg'
10.9979 	EXP 	window1: blendMode = 'avg'
11.0149 	EXP 	window1: blendMode = 'avg'
11.0318 	EXP 	window1: blendMode = 'avg'
11.0483 	EXP 	window1: blendMode = 'avg'
11.0652 	EXP 	window1: blendMode = 'avg'
11.0817 	EXP 	window1: blendMode = 'avg'
11.0984 	EXP 	window1: blendMode = 'avg'
11.1152 	EXP 	window1: blendMode = 'avg'
11.1318 	EXP 	window1: blendMode = 'avg'
11.1483 	EXP 	window1: blendMode = 'avg'
11.1654 	EXP 	window1: blendMode = 'avg'
11.1811 	EXP 	window1: blendMode = 'avg'
11.1983 	EXP 	window1: blendMode = 'avg'
11.2151 	EXP 	window1: blendMode = 'avg'
11.2318 	EXP 	window1: blendMode = 'avg'
11.2484 	EXP 	window1: blendMode = 'avg'
11.2653 	EXP 	window1: blendMode = 'avg'
11.2816 	EXP 	window1: blendMode = 'avg'
11.2983 	EXP 	window1: blendMode = 'avg'
11.3150 	EXP 	window1: blendMode = 'avg'
11.3318 	EXP 	window1: blendMode = 'avg'
11.3485 	EXP 	window1: blendMode = 'avg'
11.3651 	EXP 	window1: blendMode = 'avg'
11.3818 	EXP 	window1: blendMode = 'avg'
11.3983 	EXP 	window1: blendMode = 'avg'
11.4151 	EXP 	window1: blendMode = 'avg'
11.4317 	EXP 	window1: blendMode = 'avg'
11.4485 	EXP 	window1: blendMode = 'avg'
11.4653 	EXP 	window1: blendMode = 'avg'
11.4816 	EXP 	window1: blendMode = 'avg'
11.4984 	EXP 	window1: blendMode = 'avg'
11.5152 	EXP 	window1: blendMode = 'avg'
11.5317 	EXP 	window1: blendMode = 'avg'
11.5485 	EXP 	window1: blendMode = 'avg'
11.5650 	EXP 	window1: blendMode = 'avg'
11.5818 	EXP 	window1: blendMode = 'avg'
11.5985 	EXP 	window1: blendMode = 'avg'
11.6151 	EXP 	window1: blendMode = 'avg'
11.6317 	EXP 	window1: blendMode = 'avg'
11.6485 	EXP 	window1: blendMode = 'avg'
11.6653 	EXP 	window1: blendMode = 'avg'
11.6806 	EXP 	window1: blendMode = 'avg'
11.6982 	EXP 	window1: blendMode = 'avg'
11.7150 	EXP 	window1: blendMode = 'avg'
11.7318 	EXP 	window1: blendMode = 'avg'
11.7483 	EXP 	window1: blendMode = 'avg'
11.7652 	EXP 	window1: blendMode = 'avg'
11.7818 	EXP 	window1: blendMode = 'avg'
11.7985 	EXP 	window1: blendMode = 'avg'
11.8146 	EXP 	window1: blendMode = 'avg'
11.8314 	EXP 	window1: blendMode = 'avg'
11.8482 	EXP 	window1: blendMode = 'avg'
11.8652 	EXP 	window1: blendMode = 'avg'
11.8817 	EXP 	window1: blendMode = 'avg'
11.8985 	EXP 	window1: blendMode = 'avg'
11.9151 	EXP 	window1: blendMode = 'avg'
11.9319 	EXP 	window1: blendMode = 'avg'
11.9479 	EXP 	window1: blendMode = 'avg'
11.9640 	EXP 	window1: blendMode = 'avg'
11.9819 	EXP 	window1: blendMode = 'avg'
11.9975 	EXP 	window1: blendMode = 'avg'
12.0150 	EXP 	window1: blendMode = 'avg'
12.0312 	EXP 	window1: blendMode = 'avg'
12.0483 	EXP 	window1: blendMode = 'avg'
12.0650 	EXP 	window1: blendMode = 'avg'
12.0817 	EXP 	window1: blendMode = 'avg'
12.0983 	EXP 	window1: blendMode = 'avg'
12.1151 	EXP 	window1: blendMode = 'avg'
12.1317 	EXP 	window1: blendMode = 'avg'
12.1485 	EXP 	window1: blendMode = 'avg'
12.1655 	EXP 	window1: blendMode = 'avg'
12.1816 	EXP 	window1: blendMode = 'avg'
12.1981 	EXP 	window1: blendMode = 'avg'
12.2149 	EXP 	window1: blendMode = 'avg'
12.2315 	EXP 	window1: blendMode = 'avg'
12.2477 	EXP 	window1: blendMode = 'avg'
12.2651 	EXP 	window1: blendMode = 'avg'
12.2817 	EXP 	window1: blendMode = 'avg'
12.2985 	EXP 	window1: blendMode = 'avg'
12.3150 	EXP 	window1: blendMode = 'avg'
12.3318 	EXP 	window1: blendMode = 'avg'
12.3484 	EXP 	window1: blendMode = 'avg'
12.3651 	EXP 	window1: blendMode = 'avg'
12.3813 	EXP 	window1: blendMode = 'avg'
12.3983 	EXP 	window1: blendMode = 'avg'
12.4151 	EXP 	window1: blendMode = 'avg'
12.4317 	EXP 	window1: blendMode = 'avg'
12.4485 	EXP 	window1: blendMode = 'avg'
