13.6530 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([ 0.,  0.,  0.]), colorSpace='rgb', fullscr=UNKNOWN, gamma=None, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x1133d63d0>, multiSample=False, name='window1', numSamples=2, pos=[0, 0], screen=0, size=array([1440,  900]), stereo=False, units=u'norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
13.6530 	EXP 	window1: recordFrameIntervals = False
13.8195 	EXP 	window1: recordFrameIntervals = True
14.0031 	EXP 	window1: recordFrameIntervals = False
14.0992 	EXP 	Created text_2 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text_2', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1)
14.1007 	EXP 	Created Leftimg = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='Leftimg', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 400.,  400.]), texRes=128, units='pix', win=Window(...))
14.1018 	EXP 	Created Rightimg = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='Rightimg', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 400.,  400.]), texRes=128, units='pix', win=Window(...))
14.1115 	EXP 	Created text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, name='text', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=u'to proceed press the space bar.', units=u'norm', win=Window(...), wrapWidth=1)
14.1210 	EXP 	Created text_3 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text_3', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1)
14.1255 	EXP 	window1: blendMode = 'avg'
14.1356 	EXP 	text_2: autoDraw = True
14.1396 	EXP 	window1: blendMode = 'avg'
14.1537 	EXP 	window1: blendMode = 'avg'
14.1705 	EXP 	window1: blendMode = 'avg'
14.1869 	EXP 	window1: blendMode = 'avg'
14.2036 	EXP 	window1: blendMode = 'avg'
14.2206 	EXP 	window1: blendMode = 'avg'
14.2359 	EXP 	window1: blendMode = 'avg'
14.2536 	EXP 	window1: blendMode = 'avg'
14.2702 	EXP 	window1: blendMode = 'avg'
14.2872 	EXP 	window1: blendMode = 'avg'
14.3036 	EXP 	window1: blendMode = 'avg'
14.3202 	EXP 	window1: blendMode = 'avg'
14.3369 	EXP 	window1: blendMode = 'avg'
14.3538 	EXP 	window1: blendMode = 'avg'
14.3705 	EXP 	window1: blendMode = 'avg'
14.3871 	EXP 	window1: blendMode = 'avg'
14.4038 	EXP 	window1: blendMode = 'avg'
14.4204 	EXP 	window1: blendMode = 'avg'
14.4370 	EXP 	window1: blendMode = 'avg'
14.4536 	EXP 	window1: blendMode = 'avg'
14.4705 	EXP 	window1: blendMode = 'avg'
14.4871 	EXP 	window1: blendMode = 'avg'
14.5035 	EXP 	window1: blendMode = 'avg'
14.5205 	EXP 	window1: blendMode = 'avg'
14.5369 	EXP 	window1: blendMode = 'avg'
14.5537 	EXP 	window1: blendMode = 'avg'
14.5703 	EXP 	window1: blendMode = 'avg'
14.5872 	EXP 	window1: blendMode = 'avg'
14.6036 	EXP 	window1: blendMode = 'avg'
14.6205 	EXP 	window1: blendMode = 'avg'
14.6369 	EXP 	window1: blendMode = 'avg'
14.6537 	EXP 	window1: blendMode = 'avg'
14.6704 	EXP 	window1: blendMode = 'avg'
14.6871 	EXP 	window1: blendMode = 'avg'
14.7035 	EXP 	window1: blendMode = 'avg'
14.7203 	EXP 	window1: blendMode = 'avg'
14.7367 	EXP 	window1: blendMode = 'avg'
14.7536 	EXP 	window1: blendMode = 'avg'
14.7703 	EXP 	window1: blendMode = 'avg'
14.7868 	EXP 	window1: blendMode = 'avg'
14.8034 	EXP 	window1: blendMode = 'avg'
14.8203 	EXP 	window1: blendMode = 'avg'
14.8370 	EXP 	window1: blendMode = 'avg'
14.8537 	EXP 	window1: blendMode = 'avg'
14.8701 	EXP 	window1: blendMode = 'avg'
14.8869 	EXP 	window1: blendMode = 'avg'
14.9035 	EXP 	window1: blendMode = 'avg'
14.9205 	EXP 	window1: blendMode = 'avg'
14.9369 	EXP 	window1: blendMode = 'avg'
14.9537 	EXP 	window1: blendMode = 'avg'
