YLeftPos,time_presentation,XLeftPos,XRightPos,rightimg,YRightPos,leftimg,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_4.keys,key_resp_4.rt,key_resp_2.keys,key_resp_2.rt,key_resp_5.keys,key_resp_5.rt,date,frameRate,expName,participant,
,,,,,,,,,,,space,4.0380320549,,,,,2018_Jul_09_1422,59.9653158531,ExpLonely,40,
0,0.5,-300,300,frogs/ab76.jpg,0,frogs/ab36.jpg,0,0,0,37,,,left,0.502986192703,,,2018_Jul_09_1422,59.9653158531,ExpLonely,40,
0,0.5,-300,300,frogs/ab78.jpg,0,frogs/ab38.jpg,0,1,1,39,,,right,0.602514028549,,,2018_Jul_09_1422,59.9653158531,ExpLonely,40,
0,0.5,-300,300,4.jpg,0,2.jpg,0,2,2,21,,,left,0.536039829254,,,2018_Jul_09_1422,59.9653158531,ExpLonely,40,
0,0.5,-300,300,frogs/ab44.jpg,0,frogs/ab4.jpg,0,3,3,3,,,right,0.45169210434,,,2018_Jul_09_1422,59.9653158531,ExpLonely,40,
0,0.5,-300,300,frogs/ab67.jpg,0,frogs/ab27.jpg,0,4,4,28,,,left,0.467461109161,,,2018_Jul_09_1422,59.9653158531,ExpLonely,40,
0,0.5,-300,300,frogs/ab62.jpg,0,frogs/ab22.jpg,0,5,5,23,,,left,0.368134975433,,,2018_Jul_09_1422,59.9653158531,ExpLonely,40,
0,0.5,-300,300,frogs/ab59.jpg,0,frogs/ab19.jpg,0,6,6,18,,,right,0.418943166733,,,2018_Jul_09_1422,59.9653158531,ExpLonely,40,
0,0.5,-300,300,frogs/ab79.jpg,0,frogs/ab39.jpg,0,7,7,40,,,left,0.451943874359,,,2018_Jul_09_1422,59.9653158531,ExpLonely,40,
0,0.5,-300,300,frogs/ab45.jpg,0,frogs/ab5.jpg,0,8,8,4,,,left,0.61933016777,,,2018_Jul_09_1422,59.9653158531,ExpLonely,40,
0,0.5,-300,300,frogs/ab61.jpg,0,frogs/ab21.jpg,0,9,9,22,,,left,0.402672052383,,,2018_Jul_09_1422,59.9653158531,ExpLonely,40,
0,0.5,-300,300,frogs/ab74.jpg,0,frogs/ab34.jpg,0,10,10,35,,,right,0.368607997894,,,2018_Jul_09_1422,59.9653158531,ExpLonely,40,
0,0.5,-300,300,frogs/ab52.jpg,0,frogs/ab12.jpg,0,11,11,11,,,left,0.402194023132,,,2018_Jul_09_1422,59.9653158531,ExpLonely,40,
0,0.5,-300,300,frogs/ab73.jpg,0,frogs/ab33.jpg,0,12,12,34,,,right,0.385454893112,,,2018_Jul_09_1422,59.9653158531,ExpLonely,40,
0,0.5,-300,300,frogs/ab77.jpg,0,frogs/ab37.jpg,0,13,13,38,,,left,0.401751041412,,,2018_Jul_09_1422,59.9653158531,ExpLonely,40,
0,0.5,-300,300,frogs/ab43.jpg,0,frogs/ab3.jpg,0,14,14,2,,,left,0.369709968567,,,2018_Jul_09_1422,59.9653158531,ExpLonely,40,
0,0.5,-300,300,frogs/ab42.jpg,0,frogs/ab2.jpg,0,15,15,1,,,left,0.267588853836,,,2018_Jul_09_1422,59.9653158531,ExpLonely,40,
0,0.5,-300,300,2.jpg,0,4.jpg,0,16,16,43,,,left,0.402076005936,,,2018_Jul_09_1422,59.9653158531,ExpLonely,40,
0,0.5,-300,300,frogs/ab63.jpg,0,frogs/ab23.jpg,0,17,17,24,,,right,0.435823917389,,,2018_Jul_09_1422,59.9653158531,ExpLonely,40,
0,0.5,-300,300,frogs/ab53.jpg,0,frogs/ab13.jpg,0,18,18,12,,,left,0.368373155594,,,2018_Jul_09_1422,59.9653158531,ExpLonely,40,
0,0.5,-300,300,frogs/ab60.jpg,0,frogs/ab20.jpg,0,19,19,19,,,left,0.502017021179,,,2018_Jul_09_1422,59.9653158531,ExpLonely,40,
0,0.5,-300,300,frogs/ab72.jpg,0,frogs/ab32.jpg,0,20,20,33,,,right,0.402751922607,,,2018_Jul_09_1422,59.9653158531,ExpLonely,40,
0,0.5,-300,300,frogs/ab56.jpg,0,frogs/ab16.jpg,0,21,21,15,,,left,0.299180984497,,,2018_Jul_09_1422,59.9653158531,ExpLonely,40,
0,0.5,-300,300,frogs/ab68.jpg,0,frogs/ab28.jpg,0,22,22,29,,,right,0.451998949051,,,2018_Jul_09_1422,59.9653158531,ExpLonely,40,
0,0.5,-300,300,frogs/ab55.jpg,0,frogs/ab15.jpg,0,23,23,14,,,left,0.369304895401,,,2018_Jul_09_1422,59.9653158531,ExpLonely,40,
0,0.5,-300,300,frogs/ab71.jpg,0,frogs/ab31.jpg,0,24,24,32,,,left,0.419541120529,,,2018_Jul_09_1422,59.9653158531,ExpLonely,40,
0,0.5,-300,300,frogs/ab51.jpg,0,frogs/ab11.jpg,0,25,25,10,,,right,0.435678005219,,,2018_Jul_09_1422,59.9653158531,ExpLonely,40,
