11.9387 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([ 0.,  0.,  0.]), colorSpace='rgb', fullscr=UNKNOWN, gamma=None, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x113d5c410>, multiSample=False, name='window1', numSamples=2, pos=[0, 0], screen=0, size=array([1440,  900]), stereo=False, units=u'norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
11.9388 	EXP 	window1: recordFrameIntervals = False
12.1049 	EXP 	window1: recordFrameIntervals = True
12.2882 	EXP 	window1: recordFrameIntervals = False
12.4131 	EXP 	Created text_2 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text_2', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1)
12.4153 	EXP 	Created Leftimg = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='Leftimg', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 400.,  400.]), texRes=128, units='pix', win=Window(...))
12.4169 	EXP 	Created Rightimg = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='Rightimg', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 400.,  400.]), texRes=128, units='pix', win=Window(...))
12.4301 	EXP 	Created text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, name='text', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=u'to proceed press the space bar.', units=u'norm', win=Window(...), wrapWidth=1)
12.4396 	EXP 	Created text_3 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text_3', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1)
12.4442 	EXP 	window1: blendMode = 'avg'
12.4544 	EXP 	text_2: autoDraw = True
12.4580 	EXP 	window1: blendMode = 'avg'
12.4722 	EXP 	window1: blendMode = 'avg'
12.4883 	EXP 	window1: blendMode = 'avg'
12.5055 	EXP 	window1: blendMode = 'avg'
12.5223 	EXP 	window1: blendMode = 'avg'
12.5394 	EXP 	window1: blendMode = 'avg'
12.5555 	EXP 	window1: blendMode = 'avg'
12.5724 	EXP 	window1: blendMode = 'avg'
12.5890 	EXP 	window1: blendMode = 'avg'
12.6058 	EXP 	window1: blendMode = 'avg'
12.6224 	EXP 	window1: blendMode = 'avg'
12.6390 	EXP 	window1: blendMode = 'avg'
12.6558 	EXP 	window1: blendMode = 'avg'
12.6723 	EXP 	window1: blendMode = 'avg'
12.6891 	EXP 	window1: blendMode = 'avg'
12.7057 	EXP 	window1: blendMode = 'avg'
12.7224 	EXP 	window1: blendMode = 'avg'
12.7389 	EXP 	window1: blendMode = 'avg'
12.7556 	EXP 	window1: blendMode = 'avg'
12.7724 	EXP 	window1: blendMode = 'avg'
12.7891 	EXP 	window1: blendMode = 'avg'
12.8056 	EXP 	window1: blendMode = 'avg'
12.8222 	EXP 	window1: blendMode = 'avg'
12.8391 	EXP 	window1: blendMode = 'avg'
12.8557 	EXP 	window1: blendMode = 'avg'
12.8724 	EXP 	window1: blendMode = 'avg'
12.8887 	EXP 	window1: blendMode = 'avg'
12.9056 	EXP 	window1: blendMode = 'avg'
12.9224 	EXP 	window1: blendMode = 'avg'
12.9391 	EXP 	window1: blendMode = 'avg'
12.9557 	EXP 	window1: blendMode = 'avg'
12.9724 	EXP 	window1: blendMode = 'avg'
12.9890 	EXP 	window1: blendMode = 'avg'
13.0057 	EXP 	window1: blendMode = 'avg'
13.0223 	EXP 	window1: blendMode = 'avg'
13.0391 	EXP 	window1: blendMode = 'avg'
13.0557 	EXP 	window1: blendMode = 'avg'
