20.2797 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([ 0.,  0.,  0.]), colorSpace='rgb', fullscr=UNKNOWN, gamma=None, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x113c1c410>, multiSample=False, name='window1', numSamples=2, pos=[0, 0], screen=0, size=array([1440,  900]), stereo=False, units=u'norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
20.2797 	EXP 	window1: recordFrameIntervals = False
20.4457 	EXP 	window1: recordFrameIntervals = True
20.6293 	EXP 	window1: recordFrameIntervals = False
20.7145 	EXP 	Created text_2 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text_2', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1)
20.7160 	EXP 	Created Leftimg = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='Leftimg', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 400.,  400.]), texRes=128, units='pix', win=Window(...))
20.7172 	EXP 	Created Rightimg = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='Rightimg', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 400.,  400.]), texRes=128, units='pix', win=Window(...))
20.7274 	EXP 	Created text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, name='text', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=u'to proceed press the space bar.', units=u'norm', win=Window(...), wrapWidth=1)
20.7368 	EXP 	Created text_3 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text_3', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1)
20.7413 	EXP 	window1: blendMode = 'avg'
20.7614 	EXP 	text_2: autoDraw = True
20.7651 	EXP 	window1: blendMode = 'avg'
20.7798 	EXP 	window1: blendMode = 'avg'
20.7966 	EXP 	window1: blendMode = 'avg'
20.8131 	EXP 	window1: blendMode = 'avg'
20.8298 	EXP 	window1: blendMode = 'avg'
20.8467 	EXP 	window1: blendMode = 'avg'
20.8631 	EXP 	window1: blendMode = 'avg'
20.8798 	EXP 	window1: blendMode = 'avg'
20.8965 	EXP 	window1: blendMode = 'avg'
20.9131 	EXP 	window1: blendMode = 'avg'
20.9296 	EXP 	window1: blendMode = 'avg'
20.9464 	EXP 	window1: blendMode = 'avg'
20.9631 	EXP 	window1: blendMode = 'avg'
20.9797 	EXP 	window1: blendMode = 'avg'
20.9962 	EXP 	window1: blendMode = 'avg'
21.0133 	EXP 	window1: blendMode = 'avg'
21.0297 	EXP 	window1: blendMode = 'avg'
21.0464 	EXP 	window1: blendMode = 'avg'
21.0631 	EXP 	window1: blendMode = 'avg'
21.0798 	EXP 	window1: blendMode = 'avg'
21.0964 	EXP 	window1: blendMode = 'avg'
21.1130 	EXP 	window1: blendMode = 'avg'
21.1298 	EXP 	window1: blendMode = 'avg'
21.1464 	EXP 	window1: blendMode = 'avg'
21.1631 	EXP 	window1: blendMode = 'avg'
21.1797 	EXP 	window1: blendMode = 'avg'
21.1965 	EXP 	window1: blendMode = 'avg'
21.2131 	EXP 	window1: blendMode = 'avg'
21.2297 	EXP 	window1: blendMode = 'avg'
21.2463 	EXP 	window1: blendMode = 'avg'
21.2629 	EXP 	window1: blendMode = 'avg'
21.2798 	EXP 	window1: blendMode = 'avg'
21.2965 	EXP 	window1: blendMode = 'avg'
21.3131 	EXP 	window1: blendMode = 'avg'
21.3296 	EXP 	window1: blendMode = 'avg'
