6.2978 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([ 0.,  0.,  0.]), colorSpace='rgb', fullscr=UNKNOWN, gamma=None, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x113d9d410>, multiSample=False, name='window1', numSamples=2, pos=[0, 0], screen=0, size=array([1440,  900]), stereo=False, units=u'norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
6.2979 	EXP 	window1: recordFrameIntervals = False
6.4632 	EXP 	window1: recordFrameIntervals = True
6.6474 	EXP 	window1: recordFrameIntervals = False
6.7334 	EXP 	Created text_2 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text_2', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1)
6.7350 	EXP 	Created Leftimg = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='Leftimg', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 400.,  400.]), texRes=128, units='pix', win=Window(...))
6.7361 	EXP 	Created Rightimg = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='Rightimg', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 400.,  400.]), texRes=128, units='pix', win=Window(...))
6.7488 	EXP 	Created text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, name='text', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=u'to proceed press the space bar.', units=u'norm', win=Window(...), wrapWidth=1)
6.7581 	EXP 	Created text_3 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text_3', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1)
6.7627 	EXP 	window1: blendMode = 'avg'
6.7806 	EXP 	text_2: autoDraw = True
6.7843 	EXP 	window1: blendMode = 'avg'
6.7982 	EXP 	window1: blendMode = 'avg'
6.8143 	EXP 	window1: blendMode = 'avg'
6.8314 	EXP 	window1: blendMode = 'avg'
6.8475 	EXP 	window1: blendMode = 'avg'
6.8660 	EXP 	window1: blendMode = 'avg'
6.8814 	EXP 	window1: blendMode = 'avg'
6.8975 	EXP 	window1: blendMode = 'avg'
6.9146 	EXP 	window1: blendMode = 'avg'
6.9307 	EXP 	window1: blendMode = 'avg'
6.9479 	EXP 	window1: blendMode = 'avg'
6.9642 	EXP 	window1: blendMode = 'avg'
6.9816 	EXP 	window1: blendMode = 'avg'
6.9981 	EXP 	window1: blendMode = 'avg'
7.0149 	EXP 	window1: blendMode = 'avg'
7.0313 	EXP 	window1: blendMode = 'avg'
7.0481 	EXP 	window1: blendMode = 'avg'
7.0641 	EXP 	window1: blendMode = 'avg'
7.0809 	EXP 	window1: blendMode = 'avg'
7.0981 	EXP 	window1: blendMode = 'avg'
7.1141 	EXP 	window1: blendMode = 'avg'
7.1315 	EXP 	window1: blendMode = 'avg'
7.1478 	EXP 	window1: blendMode = 'avg'
7.1648 	EXP 	window1: blendMode = 'avg'
7.1808 	EXP 	window1: blendMode = 'avg'
7.1983 	EXP 	window1: blendMode = 'avg'
7.2148 	EXP 	window1: blendMode = 'avg'
7.2307 	EXP 	window1: blendMode = 'avg'
7.2479 	EXP 	window1: blendMode = 'avg'
7.2647 	EXP 	window1: blendMode = 'avg'
7.2808 	EXP 	window1: blendMode = 'avg'
7.2979 	EXP 	window1: blendMode = 'avg'
7.3140 	EXP 	window1: blendMode = 'avg'
7.3313 	EXP 	window1: blendMode = 'avg'
7.3477 	EXP 	window1: blendMode = 'avg'
7.3648 	EXP 	window1: blendMode = 'avg'
7.3809 	EXP 	window1: blendMode = 'avg'
7.3981 	EXP 	window1: blendMode = 'avg'
7.4141 	EXP 	window1: blendMode = 'avg'
7.4315 	EXP 	window1: blendMode = 'avg'
7.4478 	EXP 	window1: blendMode = 'avg'
7.4648 	EXP 	window1: blendMode = 'avg'
7.4809 	EXP 	window1: blendMode = 'avg'
7.4980 	EXP 	window1: blendMode = 'avg'
7.5141 	EXP 	window1: blendMode = 'avg'
7.5312 	EXP 	window1: blendMode = 'avg'
7.5480 	EXP 	window1: blendMode = 'avg'
7.5640 	EXP 	window1: blendMode = 'avg'
7.5813 	EXP 	window1: blendMode = 'avg'
7.5980 	EXP 	window1: blendMode = 'avg'
7.6143 	EXP 	window1: blendMode = 'avg'
7.6315 	EXP 	window1: blendMode = 'avg'
7.6477 	EXP 	window1: blendMode = 'avg'
7.6648 	EXP 	window1: blendMode = 'avg'
7.6811 	EXP 	window1: blendMode = 'avg'
7.6981 	EXP 	window1: blendMode = 'avg'
7.7141 	EXP 	window1: blendMode = 'avg'
7.7314 	EXP 	window1: blendMode = 'avg'
7.7476 	EXP 	window1: blendMode = 'avg'
7.7694 	EXP 	window1: blendMode = 'avg'
7.7862 	EXP 	window1: blendMode = 'avg'
7.8028 	EXP 	window1: blendMode = 'avg'
7.8149 	EXP 	window1: blendMode = 'avg'
7.8357 	EXP 	window1: blendMode = 'avg'
7.8523 	EXP 	window1: blendMode = 'avg'
7.8691 	EXP 	window1: blendMode = 'avg'
7.8857 	EXP 	window1: blendMode = 'avg'
7.9028 	EXP 	window1: blendMode = 'avg'
7.9194 	EXP 	window1: blendMode = 'avg'
7.9361 	EXP 	window1: blendMode = 'avg'
7.9528 	EXP 	window1: blendMode = 'avg'
7.9694 	EXP 	window1: blendMode = 'avg'
7.9861 	EXP 	window1: blendMode = 'avg'
8.0028 	EXP 	window1: blendMode = 'avg'
8.0195 	EXP 	window1: blendMode = 'avg'
8.0361 	EXP 	window1: blendMode = 'avg'
8.0528 	EXP 	window1: blendMode = 'avg'
8.0694 	EXP 	window1: blendMode = 'avg'
8.0861 	EXP 	window1: blendMode = 'avg'
8.1028 	EXP 	window1: blendMode = 'avg'
8.1194 	EXP 	window1: blendMode = 'avg'
8.1361 	EXP 	window1: blendMode = 'avg'
8.1528 	EXP 	window1: blendMode = 'avg'
8.1694 	EXP 	window1: blendMode = 'avg'
8.1861 	EXP 	window1: blendMode = 'avg'
8.2028 	EXP 	window1: blendMode = 'avg'
8.2194 	EXP 	window1: blendMode = 'avg'
8.2361 	EXP 	window1: blendMode = 'avg'
8.2528 	EXP 	window1: blendMode = 'avg'
8.2694 	EXP 	window1: blendMode = 'avg'
