YLeftPos,time_presentation,XLeftPos,XRightPos,rightimg,YRightPos,leftimg,n,key_resp_2.keys_raw,key_resp_2.rt_mean,key_resp_2.rt_raw,key_resp_2.rt_std,order
0,0.5,-300,300,frogs/ab41.jpg,0,frogs/ab1.jpg,1.0,'right',1.35073018074,1.3507301807403564,0.0,25.0
0,0.5,-300,300,frogs/ab42.jpg,0,frogs/ab2.jpg,1.0,'right',0.935067892075,0.935067892074585,0.0,19.0
0,0.5,-300,300,frogs/ab43.jpg,0,frogs/ab3.jpg,1.0,'left',1.45292806625,1.452928066253662,0.0,2.0
0,0.5,-300,300,frogs/ab44.jpg,0,frogs/ab4.jpg,1.0,'right',1.35228395462,1.3522839546203613,0.0,39.0
0,0.5,-300,300,frogs/ab45.jpg,0,frogs/ab5.jpg,1.0,'right',0.96892118454,0.9689211845397949,0.0,37.0
0,0.5,-300,300,frogs/ab46.jpg,0,frogs/ab6.jpg,1.0,'left',1.38521909714,1.3852190971374512,0.0,20.0
0,0.5,-300,300,frogs/ab47.jpg,0,frogs/ab7.jpg,1.0,'left',1.4851360321,1.4851360321044922,0.0,10.0
0,0.5,-300,300,frogs/ab48.jpg,0,frogs/ab8.jpg,1.0,'right',1.40060901642,1.400609016418457,0.0,17.0
0,0.5,-300,300,frogs/ab49.jpg,0,frogs/ab9.jpg,1.0,,,,,0.0
0,0.5,-300,300,frogs/ab50.jpg,0,frogs/ab10.jpg,1.0,'left',1.06865906715,1.0686590671539307,0.0,27.0
0,0.5,-300,300,frogs/ab51.jpg,0,frogs/ab11.jpg,1.0,'right',0.218388080597,0.21838808059692383,0.0,34.0
0,0.5,-300,300,frogs/ab52.jpg,0,frogs/ab12.jpg,1.0,'right',1.8354818821,1.835481882095337,0.0,38.0
0,0.5,-300,300,frogs/ab53.jpg,0,frogs/ab13.jpg,1.0,,,,,40.0
0,0.5,-300,300,frogs/ab54.jpg,0,frogs/ab14.jpg,1.0,'left',1.4501850605,1.4501850605010986,0.0,13.0
0,0.5,-300,300,frogs/ab55.jpg,0,frogs/ab15.jpg,1.0,,,,,35.0
0,0.5,-300,300,frogs/ab56.jpg,0,frogs/ab16.jpg,1.0,'left',1.0685839653,1.0685839653015137,0.0,43.0
0,0.5,-300,300,frogs/ab57.jpg,0,frogs/ab17.jpg,1.0,'right',1.10054898262,1.1005489826202393,0.0,32.0
0,0.5,-300,300,frogs/ab58.jpg,0,frogs/ab18.jpg,1.0,,,,,15.0
0,0.5,-300,300,frogs/ab59.jpg,0,frogs/ab19.jpg,1.0,'left',1.40235710144,1.4023571014404297,0.0,5.0
0,0.5,-300,300,frogs/ab60.jpg,0,frogs/ab20.jpg,1.0,'right',1.26860809326,1.2686080932617188,0.0,9.0
0,0.5,-300,300,3.jpg,0,1.jpg,1.0,'left',1.85177707672,1.8517770767211914,0.0,16.0
0,0.5,-300,300,4.jpg,0,2.jpg,1.0,'right',1.70057106018,1.700571060180664,0.0,12.0
0,0.5,-300,300,frogs/ab61.jpg,0,frogs/ab21.jpg,1.0,'right',0.90153002739,0.9015300273895264,0.0,36.0
0,0.5,-300,300,frogs/ab62.jpg,0,frogs/ab22.jpg,1.0,'right',1.3010699749,1.301069974899292,0.0,4.0
0,0.5,-300,300,frogs/ab63.jpg,0,frogs/ab23.jpg,1.0,'right',1.01874685287,1.0187468528747559,0.0,42.0
0,0.5,-300,300,frogs/ab64.jpg,0,frogs/ab24.jpg,1.0,'right',1.81876897812,1.8187689781188965,0.0,31.0
0,0.5,-300,300,frogs/ab65.jpg,0,frogs/ab25.jpg,1.0,'left',0.935081958771,0.935081958770752,0.0,18.0
